Age,Primary streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects
17.0,Spotify,3.0,Yes,Yes,Yes,R&B,Yes,Yes,148.0,Very frequently,Never,Rarely,Never,Sometimes,Very frequently,Very frequently,Very frequently,Sometimes,Never,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Never,9.0,10.0,10.0,3.0,No effect
32.0,Spotify,9.5,Yes,Yes,Yes,Jazz,Yes,Yes,192.5,Never,Never,Sometimes,Rarely,Never,Sometimes,Very frequently,Rarely,Never,Sometimes,Never,Rarely,Sometimes,Rarely,Never,Never,9.0,4.0,4.0,4.0,Improve
22.0,YouTube Music,3.0,No,Yes,No,Classical,Yes,No,113.0,Very frequently,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,8.0,2.0,4.0,0.0,No effect
38.0,Spotify,1.0,No,No,No,Metal,Yes,Yes,191.0,Rarely,Never,Never,Sometimes,Never,Never,Rarely,Never,Never,Never,Very frequently,Never,Never,Never,Sometimes,Rarely,1.0,1.0,5.0,1.0,Improve
18.0,YouTube Music,9.5,Yes,No,No,EDM,Yes,No,140.0,Never,Never,Very frequently,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Very frequently,Very frequently,Very frequently,Never,Never,10.0,9.0,9.0,8.0,Improve
14.0,Spotify,5.0,Yes,Yes,No,Classical,Yes,Yes,52.5,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,3.0,0.0,2.0,3.0,Improve
14.0,Other streaming service,0.5,Yes,Yes,No,Video game music,Yes,Yes,173.0,Very frequently,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Never,Never,Very frequently,Never,Never,Never,Very frequently,4.0,0.0,4.0,0.0,Improve
19.0,Spotify,5.0,Yes,Yes,Yes,Metal,Yes,Yes,180.0,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Never,Rarely,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Sometimes,2.0,3.0,5.0,2.0,Improve
20.0,YouTube Music,3.0,Yes,Yes,Yes,Classical,Yes,No,100.0,Very frequently,Sometimes,Rarely,Sometimes,Rarely,Rarely,Very frequently,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,2.0,3.0,3.0,0.0,Improve
18.0,Spotify,2.0,No,No,No,Rock,Yes,No,123.0,Never,Very frequently,Never,Rarely,Rarely,Rarely,Rarely,Never,Never,Never,Sometimes,Very frequently,Never,Sometimes,Sometimes,Sometimes,8.0,4.0,3.0,0.0,Improve
30.0,Spotify,9.5,Yes,No,No,K pop,Yes,Yes,145.0,Sometimes,Never,Rarely,Sometimes,Never,Sometimes,Sometimes,Very frequently,Very frequently,Rarely,Rarely,Very frequently,Very frequently,Sometimes,Very frequently,Sometimes,10.0,10.0,10.0,7.0,Improve
31.0,I do not use a streaming service.,4.0,Yes,Yes,No,Classical,Yes,Yes,55.0,Very frequently,Rarely,Never,Rarely,Rarely,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Never,Sometimes,Sometimes,8.0,8.0,9.0,3.0,Improve
43.0,Spotify,6.0,Yes,Yes,Yes,Rock,No,No,77.0,Never,Sometimes,Never,Never,Never,Never,Very frequently,Never,Sometimes,Never,Never,Rarely,Very frequently,Never,Very frequently,Never,0.0,1.0,0.0,2.0,Improve
43.0,Pandora,3.0,Yes,No,No,R&B,Yes,Yes,52.5,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Rarely,Very frequently,Never,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Never,5.0,4.0,0.0,1.0,Improve
16.0,Spotify,4.0,Yes,No,No,Pop,Yes,Yes,150.0,Rarely,Rarely,Sometimes,Sometimes,Rarely,Very frequently,Rarely,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,7.5,5.0,7.0,8.5,Improve
19.0,YouTube Music,3.0,No,Yes,No,Rap,Yes,Yes,73.0,Rarely,Never,Sometimes,Never,Never,Sometimes,Rarely,Never,Never,Rarely,Never,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,3.0,3.0,0.0,0.0,Improve
16.0,Spotify,2.0,Yes,Yes,No,Classical,No,No,155.0,Very frequently,Rarely,Never,Rarely,Never,Rarely,Rarely,Never,Never,Rarely,Never,Very frequently,Never,Never,Rarely,Rarely,7.0,5.0,3.0,1.0,Improve
12.0,Spotify,2.0,Yes,Yes,Yes,Classical,Yes,Yes,120.0,Very frequently,Rarely,Never,Never,Rarely,Sometimes,Rarely,Rarely,Never,Never,Never,Sometimes,Never,Rarely,Sometimes,Never,8.0,0.0,1.0,6.0,Improve
39.0,Spotify,1.0,Yes,No,No,Hip hop,Yes,Yes,89.0,Never,Rarely,Rarely,Sometimes,Never,Very frequently,Rarely,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Very frequently,Very frequently,Never,6.0,4.0,1.0,1.0,Improve
15.0,Spotify,6.0,Yes,Yes,No,K pop,Yes,Yes,110.0,Sometimes,Never,Rarely,Sometimes,Never,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Very frequently,Never,8.0,8.0,7.0,10.0,No effect
14.0,Spotify,9.0,Yes,No,No,R&B,Yes,Yes,140.0,Very frequently,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Very frequently,Rarely,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,Rarely,Rarely,10.0,8.0,9.0,5.0,Improve
21.0,Spotify,1.0,No,No,No,Country,No,No,135.0,Never,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,3.0,0.0,2.0,0.0,Improve
38.0,Apple Music,1.0,Yes,No,No,Video game music,No,No,125.0,Rarely,Never,Never,Never,Never,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Very frequently,5.0,5.0,7.0,1.0,Worsen
23.0,Spotify,0.5,No,No,Yes,Hip hop,Yes,Yes,110.0,Sometimes,Sometimes,Rarely,Rarely,Rarely,Very frequently,Rarely,Very frequently,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Very frequently,Rarely,Sometimes,7.0,7.0,6.0,5.0,Improve
16.0,Other streaming service,1.0,No,No,No,EDM,Yes,No,140.0,Never,Never,Very frequently,Never,Never,Sometimes,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,7.0,4.0,6.0,3.0,Improve
21.0,Apple Music,1.5,Yes,Yes,No,Folk,No,No,105.0,Never,Sometimes,Never,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,3.0,3.0,1.0,0.0,Improve
13.0,Spotify,6.0,Yes,No,No,Rap,Yes,No,112.0,Never,Never,Never,Never,Never,Very frequently,Never,Rarely,Never,Rarely,Never,Rarely,Never,Very frequently,Never,Never,4.0,0.0,0.0,2.0,Worsen
16.0,Spotify,4.0,Yes,No,No,Rock,Yes,No,96.0,Rarely,Sometimes,Sometimes,Sometimes,Never,Sometimes,Rarely,Sometimes,Never,Very frequently,Very frequently,Very frequently,Never,Never,Very frequently,Sometimes,3.0,0.0,6.0,9.0,Improve
18.0,Spotify,6.0,Yes,No,Yes,Rock,Yes,No,120.0,Sometimes,Rarely,Rarely,Very frequently,Never,Sometimes,Never,Sometimes,Never,Very frequently,Very frequently,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,5.0,1.0,6.0,0.0,Improve
21.0,Spotify,4.0,Yes,No,No,Metal,Yes,Yes,155.0,Never,Never,Very frequently,Never,Never,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Never,Very frequently,Very frequently,10.0,6.0,8.0,0.0,Improve
17.0,Spotify,1.5,Yes,No,No,Classical,Yes,Yes,174.0,Very frequently,Rarely,Never,Rarely,Never,Never,Sometimes,Never,Never,Sometimes,Never,Very frequently,Rarely,Never,Never,Never,7.0,5.0,1.0,2.0,No effect
24.0,Apple Music,2.0,Yes,No,No,Rock,Yes,Yes,93.0,Rarely,Sometimes,Never,Very frequently,Never,Sometimes,Sometimes,Never,Rarely,Sometimes,Never,Rarely,Rarely,Sometimes,Very frequently,Never,7.0,7.0,0.0,4.0,No effect
14.0,Apple Music,2.0,Yes,No,No,Pop,Yes,No,78.0,Rarely,Never,Never,Sometimes,Never,Sometimes,Never,Rarely,Very frequently,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Never,6.0,0.0,0.0,0.0,Improve
25.0,Spotify,4.0,Yes,No,No,Rock,Yes,Yes,120.0,Sometimes,Rarely,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,6.0,2.0,3.0,2.0,Improve
22.0,Spotify,3.0,Yes,No,No,Lofi,Yes,Yes,174.0,Rarely,Very frequently,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,7.0,6.0,7.0,9.0,Improve
20.0,I do not use a streaming service.,4.0,Yes,No,No,Rock,Yes,Yes,120.0,Rarely,Never,Sometimes,Never,Never,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Very frequently,Rarely,Rarely,Very frequently,Rarely,5.0,7.0,7.0,0.0,No effect
23.0,Spotify,2.0,Yes,No,No,Pop,No,No,75.0,Sometimes,Rarely,Rarely,Sometimes,Never,Very frequently,Sometimes,Never,Never,Never,Never,Very frequently,Very frequently,Very frequently,Sometimes,Sometimes,7.0,6.0,4.0,3.0,Improve
43.0,Pandora,2.0,Yes,No,No,Rock,Yes,No,94.0,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Never,Sometimes,Never,2.0,2.0,2.0,0.0,Improve
24.0,Spotify,6.0,Yes,No,No,Video game music,No,Yes,180.0,Sometimes,Never,Sometimes,Very frequently,Never,Never,Never,Rarely,Never,Rarely,Sometimes,Rarely,Never,Never,Very frequently,Very frequently,9.0,5.0,0.0,7.0,Improve
34.0,Spotify,0.0,No,Yes,No,Rock,No,Yes,115.0,Rarely,Rarely,Never,Sometimes,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Very frequently,Never,3.0,7.0,8.0,0.0,Worsen
43.0,Spotify,1.0,No,No,No,Pop,Yes,No,128.0,Sometimes,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Very frequently,Never,Very frequently,Very frequently,Very frequently,Sometimes,Never,4.0,5.0,9.0,1.0,Improve
33.0,I do not use a streaming service.,4.0,Yes,Yes,No,Rock,Yes,Yes,112.0,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Very frequently,Rarely,Sometimes,Rarely,Rarely,Very frequently,Very frequently,1.0,0.0,7.0,0.0,Improve
22.0,I do not use a streaming service.,2.0,No,Yes,Yes,Metal,No,No,140.0,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Rarely,Never,Very frequently,Very frequently,3.0,2.0,0.0,2.0,No effect
38.0,Spotify,3.0,Yes,No,No,Metal,Yes,Yes,143.0,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Rarely,Sometimes,Never,1.0,6.0,1.0,2.0,Improve
23.0,YouTube Music,4.0,No,No,No,Hip hop,Yes,No,72.0,Rarely,Rarely,Never,Rarely,Never,Very frequently,Rarely,Never,Never,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Rarely,8.0,10.0,4.0,0.0,No effect
34.0,I do not use a streaming service.,2.0,No,No,No,Video game music,No,Yes,100.0,Rarely,Rarely,Rarely,Never,Never,Sometimes,Rarely,Rarely,Never,Rarely,Rarely,Never,Never,Sometimes,Rarely,Very frequently,8.0,10.0,10.0,0.0,No effect
40.0,Other streaming service,3.0,Yes,No,No,Metal,Yes,Yes,120.0,Never,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Very frequently,Rarely,Rarely,Never,Sometimes,Never,3.0,0.0,8.0,1.0,No effect
27.0,Spotify,1.0,No,No,No,Hip hop,Yes,No,120.0,Sometimes,Never,Rarely,Never,Never,Very frequently,Rarely,Never,Never,Rarely,Never,Sometimes,Very frequently,Very frequently,Never,Never,3.0,4.0,1.0,0.0,Improve
43.0,YouTube Music,9.5,Yes,No,No,Rock,Yes,No,120.0,Sometimes,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Rarely,Rarely,Sometimes,Never,Sometimes,Never,2.0,1.0,2.0,2.0,Improve
16.0,Spotify,9.5,No,No,No,Rock,Yes,No,105.0,Rarely,Very frequently,Never,Very frequently,Rarely,Rarely,Sometimes,Never,Never,Never,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Never,0.0,0.0,0.0,0.0,No effect
23.0,I do not use a streaming service.,9.5,Yes,No,No,Video game music,No,Yes,119.0,Rarely,Never,Sometimes,Sometimes,Never,Rarely,Never,Sometimes,Never,Sometimes,Rarely,Sometimes,Never,Rarely,Sometimes,Very frequently,8.0,8.0,5.0,0.0,Improve
35.0,Spotify,4.0,No,No,No,Country,Yes,No,120.0,Never,Very frequently,Never,Rarely,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Rarely,1.0,1.0,1.0,0.0,No effect
22.0,YouTube Music,4.0,Yes,No,No,Folk,Yes,Yes,137.0,Rarely,Sometimes,Very frequently,Very frequently,Never,Sometimes,Sometimes,Never,Rarely,Sometimes,Very frequently,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,8.0,7.0,6.0,2.0,Improve
41.0,Spotify,3.0,No,No,No,Metal,Yes,Yes,178.0,Very frequently,Rarely,Never,Rarely,Never,Never,Never,Sometimes,Never,Never,Very frequently,Rarely,Never,Rarely,Sometimes,Very frequently,6.0,5.0,4.0,0.0,No effect
43.0,Spotify,2.0,Yes,No,No,Rock,Yes,No,133.0,Very frequently,Sometimes,Rarely,Very frequently,Never,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Rarely,Never,Very frequently,Never,5.0,4.0,6.0,2.0,Improve
28.0,Spotify,1.0,No,Yes,No,Rock,Yes,No,72.0,Rarely,Rarely,Never,Rarely,Never,Rarely,Never,Never,Never,Sometimes,Rarely,Sometimes,Never,Rarely,Sometimes,Never,3.0,1.0,0.0,2.0,No effect
22.0,Spotify,6.0,Yes,Yes,No,Country,Yes,No,120.0,Rarely,Very frequently,Sometimes,Very frequently,Rarely,Sometimes,Sometimes,Never,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,4.0,8.0,2.0,2.0,Improve
43.0,YouTube Music,1.0,Yes,No,No,Rock,Yes,No,133.0,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Never,Rarely,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Never,5.0,6.0,3.0,1.0,Improve
43.0,YouTube Music,1.0,Yes,Yes,Yes,Classical,Yes,No,80.0,Sometimes,Rarely,Never,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Never,Never,Rarely,Never,Never,Never,Never,0.0,0.0,2.0,1.0,Improve
43.0,Other streaming service,4.0,Yes,No,No,Rock,No,No,146.0,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Never,Rarely,Never,Rarely,Never,Very frequently,Never,7.0,6.0,7.0,4.0,Improve
43.0,I do not use a streaming service.,2.0,Yes,No,No,Country,No,No,88.0,Sometimes,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,8.0,5.0,6.0,1.0,Improve
43.0,YouTube Music,2.0,Yes,No,No,Rock,No,Yes,132.0,Sometimes,Sometimes,Never,Sometimes,Rarely,Never,Rarely,Never,Rarely,Never,Rarely,Sometimes,Sometimes,Rarely,Very frequently,Rarely,4.0,4.0,2.0,0.0,Improve
15.0,Spotify,2.0,Yes,Yes,Yes,Pop,Yes,No,102.0,Rarely,Rarely,Sometimes,Never,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,Never,Very frequently,Sometimes,Never,Sometimes,Very frequently,9.0,8.0,10.0,9.0,Improve
18.0,YouTube Music,6.0,Yes,No,No,EDM,Yes,Yes,91.0,Very frequently,Rarely,Very frequently,Rarely,Sometimes,Very frequently,Sometimes,Never,Sometimes,Very frequently,Sometimes,Very frequently,Very frequently,Very frequently,Sometimes,Very frequently,5.0,5.0,7.0,0.0,Improve
43.0,Other streaming service,3.0,Yes,No,No,Hip hop,Yes,Yes,127.0,Sometimes,Never,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,Never,Sometimes,Very frequently,Never,Rarely,Very frequently,Sometimes,Sometimes,Never,4.0,6.0,8.0,1.0,Improve
28.0,Other streaming service,1.0,Yes,No,No,Lofi,Yes,Yes,82.0,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,4.0,8.0,5.0,0.0,Improve
22.0,Spotify,4.0,Yes,Yes,No,Lofi,Yes,No,141.0,Rarely,Rarely,Never,Sometimes,Never,Rarely,Sometimes,Never,Never,Very frequently,Rarely,Sometimes,Rarely,Rarely,Very frequently,Never,9.0,10.0,6.0,7.0,Improve
43.0,YouTube Music,0.5,No,No,No,Classical,No,No,114.0,Very frequently,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,3.0,2.0,2.0,2.0,Improve
20.0,YouTube Music,8.0,Yes,No,No,Rock,Yes,Yes,148.0,Never,Rarely,Rarely,Sometimes,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Sometimes,Never,Very frequently,Sometimes,6.0,2.0,2.0,1.0,Improve
43.0,YouTube Music,9.5,Yes,No,No,Rock,No,No,156.0,Rarely,Never,Never,Very frequently,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Never,Very frequently,Never,2.0,0.0,3.0,0.0,No effect
43.0,Spotify,1.5,Yes,Yes,No,Metal,No,No,185.0,Rarely,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Sometimes,Never,Rarely,Never,Rarely,Rarely,10.0,8.0,0.0,4.0,Improve
14.0,Spotify,2.0,Yes,Yes,No,K pop,Yes,Yes,114.0,Sometimes,Never,Rarely,Never,Never,Sometimes,Sometimes,Very frequently,Never,Sometimes,Never,Rarely,Rarely,Rarely,Never,Rarely,4.0,4.0,2.0,2.0,Improve
18.0,Spotify,3.0,Yes,Yes,No,Pop,Yes,Yes,120.0,Sometimes,Never,Sometimes,Rarely,Never,Very frequently,Sometimes,Very frequently,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Sometimes,7.0,8.0,6.0,2.0,Improve
25.0,Spotify,1.0,Yes,No,No,Pop,Yes,Yes,80.0,Very frequently,Rarely,Rarely,Rarely,Never,Sometimes,Sometimes,Never,Never,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,Sometimes,7.0,6.0,5.0,5.0,Improve
43.0,I do not use a streaming service.,0.25,Yes,No,No,Gospel,No,Yes,120.0,Sometimes,Rarely,Never,Rarely,Sometimes,Never,Never,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Rarely,Never,1.0,0.0,0.0,0.0,Improve
43.0,YouTube Music,1.0,No,Yes,Yes,Gospel,No,No,120.0,Sometimes,Rarely,Never,Never,Very frequently,Rarely,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Never,6.0,2.0,8.0,0.0,Improve
18.0,I do not use a streaming service.,1.0,Yes,No,Yes,Video game music,No,No,116.0,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,Sometimes,Never,Never,Never,Sometimes,Never,Rarely,Sometimes,Sometimes,Very frequently,4.0,5.0,7.0,0.0,No effect
19.0,Spotify,5.0,Yes,No,No,Hip hop,No,Yes,99.0,Rarely,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Never,Rarely,Very frequently,Never,Rarely,Sometimes,Sometimes,Very frequently,Rarely,Sometimes,10.0,7.0,0.0,0.0,Improve
43.0,I do not use a streaming service.,1.0,No,No,No,Pop,No,No,129.0,Rarely,Very frequently,Never,Sometimes,Sometimes,Never,Rarely,Never,Sometimes,Never,Never,Very frequently,Sometimes,Never,Sometimes,Never,4.0,2.0,1.0,0.0,Improve
36.0,Pandora,1.0,Yes,No,No,Hip hop,No,No,131.0,Sometimes,Never,Never,Never,Never,Very frequently,Never,Never,Never,Never,Never,Very frequently,Sometimes,Sometimes,Sometimes,Never,7.0,6.0,2.0,3.0,Improve
14.0,Spotify,7.0,Yes,No,No,Lofi,Yes,Yes,95.0,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Very frequently,Never,Very frequently,Never,Sometimes,Never,Rarely,3.0,2.0,8.0,0.0,Improve
20.0,Spotify,3.0,No,Yes,Yes,Hip hop,Yes,Yes,80.0,Very frequently,Rarely,Rarely,Sometimes,Never,Very frequently,Sometimes,Never,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Very frequently,Rarely,10.0,7.0,4.0,3.0,Improve
15.0,Spotify,3.0,Yes,No,No,K pop,Yes,Yes,192.5,Rarely,Never,Rarely,Never,Never,Very frequently,Sometimes,Very frequently,Never,Never,Never,Rarely,Sometimes,Very frequently,Sometimes,Very frequently,4.0,0.0,0.0,0.0,No effect
19.0,I do not use a streaming service.,7.0,Yes,No,No,Rock,No,No,128.0,Sometimes,Rarely,Never,Rarely,Never,Never,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Very frequently,Sometimes,7.0,7.0,0.0,0.0,Improve
29.0,Spotify,8.0,Yes,No,No,EDM,No,Yes,140.0,Rarely,Sometimes,Very frequently,Sometimes,Never,Sometimes,Rarely,Never,Never,Rarely,Sometimes,Never,Never,Very frequently,Very frequently,Very frequently,6.0,7.0,4.0,1.0,Improve
24.0,Spotify,2.0,Yes,No,No,Metal,Yes,No,159.0,Never,Rarely,Very frequently,Sometimes,Very frequently,Never,Never,Never,Never,Rarely,Very frequently,Rarely,Never,Never,Sometimes,Rarely,7.0,6.0,2.0,7.0,Improve
18.0,Apple Music,2.0,Yes,No,No,Pop,Yes,Yes,104.0,Rarely,Rarely,Rarely,Rarely,Rarely,Very frequently,Rarely,Rarely,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,Very frequently,Very frequently,Never,6.0,5.0,8.0,0.0,Improve
21.0,Spotify,2.0,Yes,No,No,Rock,Yes,Yes,97.0,Sometimes,Never,Never,Sometimes,Never,Rarely,Rarely,Rarely,Never,Rarely,Never,Very frequently,Rarely,Rarely,Very frequently,Rarely,10.0,10.0,2.0,3.0,Improve
19.0,Spotify,2.0,Yes,No,No,K pop,Yes,Yes,80.0,Rarely,Never,Rarely,Never,Never,Sometimes,Sometimes,Very frequently,Never,Sometimes,Never,Sometimes,Very frequently,Rarely,Sometimes,Sometimes,7.0,6.0,5.0,1.0,Improve
25.0,Spotify,4.0,No,No,No,Video game music,Yes,Yes,134.0,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Rarely,Very frequently,Never,Never,Very frequently,Sometimes,Never,Never,Very frequently,3.0,0.0,0.0,0.0,Improve
28.0,Spotify,8.0,Yes,No,No,Rock,Yes,Yes,120.0,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Rarely,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,8.0,2.0,1.0,0.0,No effect
27.0,Other streaming service,4.0,Yes,No,No,Rap,Yes,No,135.0,Rarely,Never,Never,Never,Never,Sometimes,Rarely,Sometimes,Never,Sometimes,Never,Rarely,Never,Very frequently,Rarely,Rarely,7.0,6.0,6.0,5.0,Improve
43.0,Spotify,1.0,No,No,No,Rock,Yes,No,129.0,Sometimes,Rarely,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Rarely,Rarely,Never,Sometimes,Never,3.0,2.0,5.0,0.0,No effect
25.0,YouTube Music,5.0,No,No,No,Metal,No,Yes,120.0,Rarely,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,Very frequently,Sometimes,Never,Never,Sometimes,Rarely,8.0,2.0,1.0,0.0,Improve
43.0,Other streaming service,2.0,Yes,No,No,Rock,No,No,120.0,Rarely,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,Sometimes,Never,Very frequently,Never,7.0,7.0,2.0,4.0,Improve
43.0,Other streaming service,1.0,No,No,No,Country,No,No,110.0,Never,Very frequently,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Never,5.0,1.0,1.0,1.0,Improve
43.0,I do not use a streaming service.,5.0,Yes,No,No,Rock,No,No,180.0,Sometimes,Rarely,Never,Sometimes,Never,Never,Rarely,Never,Never,Never,Sometimes,Rarely,Rarely,Never,Very frequently,Rarely,1.0,2.0,1.0,0.0,No effect
43.0,YouTube Music,8.0,Yes,No,No,Rock,Yes,No,70.0,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Rarely,Never,Rarely,Rarely,Never,Sometimes,Rarely,Never,Sometimes,Never,2.0,1.0,2.0,2.0,Improve
43.0,YouTube Music,2.0,Yes,No,No,Classical,No,No,120.0,Very frequently,Never,Rarely,Very frequently,Never,Rarely,Rarely,Never,Rarely,Rarely,Never,Very frequently,Rarely,Never,Rarely,Never,5.0,2.0,4.0,0.0,Improve
22.0,Spotify,2.0,Yes,No,No,Pop,No,No,120.0,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Never,Rarely,Never,Very frequently,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Rarely,7.0,2.0,1.0,0.0,Improve
24.0,YouTube Music,1.0,Yes,No,No,Folk,No,Yes,103.0,Sometimes,Never,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Rarely,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,10.0,10.0,7.0,8.0,Improve
19.0,Spotify,8.0,Yes,No,No,Pop,Yes,Yes,99.0,Rarely,Sometimes,Sometimes,Very frequently,Never,Very frequently,Never,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Sometimes,Very frequently,Very frequently,Rarely,7.0,2.0,1.0,6.0,Improve
43.0,Apple Music,8.0,Yes,No,No,Pop,Yes,No,117.0,Sometimes,Rarely,Rarely,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,6.0,4.0,1.0,0.0,Improve
20.0,Spotify,1.0,No,No,No,EDM,Yes,No,102.0,Rarely,Never,Very frequently,Never,Never,Sometimes,Never,Rarely,Rarely,Very frequently,Rarely,Very frequently,Never,Never,Never,Never,5.0,9.0,6.0,1.0,Improve
